kontrahent_id,nazwa,nip,regon,kraj,miasto,kod_pocztowy,ulica,email,telefon,typ,opiekun_handlowy,data_utworzenia,status
557,Spółdzielnia Kubanek Sp.j. Sp. z o.o.,2000534748,751247855,PL,Gdańsk,15-171,aleja Baczyńskiego 079,kontakt@spółdzielnia.pl,+48 66 289 42 72,dostawca,Ksawery Fedak,2024-04-22,aktywny
558,Gabinety Goska-Kruzel Sp. z o.o. Sp. z o.o.,0825559892,498994177,PL,Zawiercie,02-106,pl. Korczaka 998,kontakt@gabinety.pl,+48 94 382 36 84,dostawca,Piotr Fudalej,2021-07-15,nieaktywny
559,Fundacja Korab s.c. sp. z o.o.,9109337113,686884756,PL,Wieluń,79-958,pl. Matejki 08/06,kontakt@fundacja.pl,+48 49 842 70 35,oba,pani Róża Siwka,2022-04-13,aktywny
560,Fundacja Forysiak Sp.j. sp. z o.o.,,172701447,PL,Brodnica,83-356,al. Sosnowa 43,kontakt@fundacja.pl,+48 64 636 74 12,klient,pan Borys Hanke,2023-08-19,aktywny
561,Spółdzielnia Koczara-Woszczak Sp. z o.o. Sp.k. sp. z o.o.,409-036-78-86,180515099,PL,Łowicz,92-673,ul. Zbożowa 66/57,kontakt@spółdzielnia.pl,+48 67 868 75 59,oba,Nikodem Sochaj,2024-12-07,aktywny
562,Małż Sp.j. Spółka z o.o.,3202939087,589026038,PL,Włocławek,23-205,aleja Wojska Polskiego 743,kontakt@małż.pl,+48 49 972 38 47,oba,Dagmara Kałek,2023-07-27,aktywny
563,Pałyga Sp. z o.o. Sp.k. sp. z o.o.,,390377213,PL,Tarnobrzeg,87-163,ulica Rejtana 56,kontakt@pałyga.pl,+48 93 354 36 78,klient,Olaf Pizoń,2020-07-28,aktywny
564,Spółdzielnia Młodzik-Ryczko Sp. z o.o. Sp.k. Sp. J.,9551842691,416641463,PL,Skierniewice,99-048,al. Armii Krajowej 89/10,kontakt@spółdzielnia.pl,+48 18 740 11 55,klient,pan Albert Bereda,2023-09-11,aktywny
565,Kilar s.c. Sp. z o.o.,891-649-83-73,336909366,PL,Września,14-844,ul. Dąbrowskiej 21,kontakt@kilar.pl,+48 45 308 84 90,dostawca,Olgierd Szczerbiak,2022-04-21,aktywny
566,FPUH Kiełbik Sp. J.,2693121638,588578468,PL,Zambrów,65-511,pl. Armii Krajowej 55/21,kontakt@fpuh.pl,+48 23 841 77 27,oba,Monika Ciochoń,2020-09-09,aktywny
567,  Bryzek i syn s.c. S.A.,601-002-31-41,253153814,PL,Chrzanów,44-294,ul. Jana Pawła II 565,kontakt@bryzek.pl,+48 12 910 23 79,oba,Krystian Sado,2024-05-09,nieaktywny
568,Fundacja Wac-Bobel S.A. Sp. z o.o.   ,3279724573,265907416,PL,Chojnice,53-941,al. Kolonia 50/72,kontakt@fundacja.pl,+48 18 656 98 44,oba,Eliza Osiadacz,2021-12-09,aktywny
569,Kurpisz Sp. z o.o. Sp.k. Sp. z o.o.,1841862031,125770743,PL,Piaseczno,99-169,ul. Wilcza 29,kontakt@kurpisz.pl,+48 65 494 28 55,oba,Angelika Golan,2023-10-10,aktywny
570,Fundacja Gaś Sp.k. Sp. J.,,181915702,PL,Bartoszyce,71-895,plac Władysława Jagiełły 48,kontakt@fundacja.pl,+48 26 469 20 15,oba,Olga Hubert,2022-04-02,aktywny
571,Wielgo-Witan s.c. sp.k.,5926249457,211586005,PL,Pruszcz Gdański,84-453,pl. Rejtana 63/41,kontakt@wielgo-witan.pl,+48 74 777 57 43,oba,Julita Pacholak,2021-05-31,aktywny
572,FPUH Botor Sp.k. sp. z o.o.,642-152-26-50,442862704,pl,Zielona Góra,67-554,plac Żeromskiego 84/85,kontakt@fpuh.pl,+48 65 592 98 62,oba,Michał Faryna,2024-04-18,aktywny
573,PPUH Bekus-Frączkiewicz i syn s.c. Sp. J.,3668788780,675753851,PL,Łaziska Górne,39-744,ul. Wiejska 485,kontakt@ppuh.pl,+48 60 185 84 63,oba,Franciszek Golisz,2023-01-07,aktywny
574,Śliż Sp. z o.o. Sp.k. sp. z o.o.,5030587219,163970728,PL,Ząbki,95-006,al. Myśliwska 99/89,kontakt@śliż.pl,+48 57 969 27 47,dostawca,Nataniel Durlak,2022-03-05,aktywny
575,FPUH Wrochna sp.k.,633-302-12-62,887140291,PL,Jawor,74-689,aleja Gałczyńskiego 31/58,kontakt@fpuh.pl,+48 65 480 16 99,klient,Olgierd Uziębło,2021-05-21,aktywny
576,Pachla Sp.k. sp.k.,2025213101,711155757,PL,Świdnik,53-084,ulica Głogowa 73,kontakt@pachla.pl,+48 30 883 33 70,oba,pan Daniel Tabak,2022-02-16,aktywny
577,Fundacja Szczypiór-Waloch s.c. Sp. J.,4765704127,164425366,PL,Środa Wielkopolska,51-893,plac Kossaka 776,kontakt@fundacja.pl,+48 88 869 32 74,klient,Julian Mortka,2020-09-05,aktywny
578,Jaszcz-Niedbał Sp.j. S.A.,7849843622,391872669,PL,Włocławek,91526,ul. Kosynierów 77,kontakt@jaszcz-niedbał.pl,+48 77 486 26 37,dostawca,Damian Waloch,2021-03-09,aktywny
579,Grupa Stuglik sp. z o.o.,8917756624,158703244,PL,Sieradz,15-124,plac Mickiewicza 21/54,kontakt.grupa.pl,+48 93 534 34 44,klient,pani Marcelina Sędek,2021-09-23,aktywny
580,Miąsko S.A. sp.k.,5034281138,741142796,PL,Koszalin,76-432,aleja Stroma 27,kontakt@miąsko.pl,+48 50 292 80 35,oba,Marcel Łasica,2020-12-02,aktywny
581,Grupa Budzich Sp. z o.o.,,879201690,PL,Gdynia,54-493,al. Szarych Szeregów 567,kontakt@grupa.pl,+48 27 819 96 22,dostawca,Sebastian Andrejczuk,2025-02-15,nieaktywny
582,Gabinety Mirończuk Sp.k. sp.k.,1820967903,411513318,PL,Mikołów,20-888,pl. Żeromskiego 96/63,kontakt@gabinety.pl,+48 30 798 69 20,oba,Natan Sommerfeld,2021-08-09,nieaktywny
583,Bernard Sp.j. sp. z o.o.,3228898576,943265140,PL,Świebodzice,36662,ulica Akacjowa 48/18,kontakt@bernard.pl,+48 54 397 56 89,dostawca,Eryk Jama,2021-01-02,nieaktywny
584,PPUH Ropiak-Moryc s.c. Sp. J.,6339912973,204588938,PL,Dzierżoniów,25-769,ul. Miła 82/04,kontakt@ppuh.pl,+48 29 884 49 80,klient,Andrzej Dąbkiewicz,2026-02-25,aktywny
585,Fundacja Goś-Zemanek s.c. Spółka z o.o.,2421495514,176379467,PL,Krotoszyn,42-412,ul. Baczyńskiego 56,kontakt@fundacja.pl,+48 69 364 70 42,dostawca,Urszula Słomian,2022-02-18,nieaktywny
586,Stowarzyszenie Nogieć-Fidler Sp. z o.o. sp.k.,7054669272,493775775,PL,Płock,13-555,aleja Kochanowskiego 41,kontakt@stowarzyszenie.pl,+48 58 185 97 62,oba,Norbert Ernst,2025-08-09,aktywny
587,Żok-Pasich Sp. z o.o. Sp.k. Sp. J.,0903802149,503535467,PL,Piotrków Trybunalski,04-731,aleja Jastrzębia 52,kontakt@żok-pasich.pl,+48 83 508 19 38,dostawca,Kazimierz Ryczko,2025-09-28,aktywny
588,Gabinety Kopik Sp. z o.o. Spółka z o.o.,7787112163,924866347,PL,Radom,26-246,ul. Batalionów Chłopskich 86/14,kontakt@gabinety.pl,+48 36 511 52 18,dostawca,Alex Cholewka,2024-05-25,nieaktywny
589,Fundacja Szelest-Poczta Sp. z o.o. S.A.,3714708273,256244254,PL,Sieradz,82-240,aleja Rajska 13/82,kontakt@fundacja.pl,+48 51 681 14 86,dostawca,Nicole Mizgała,2021-04-04,nieaktywny
590,Grupa Piekara Sp.k. Spółka z o.o.,6730306447,782564037,PL,Jasło,27-802,aleja Czarnieckiego 38,kontakt@grupa.pl,+48 21 245 18 45,dostawca,Dagmara Żelazek,2021-06-22,aktywny
591,Szlaga i syn s.c. Sp. J.,7683420164,467240263,PL,Malbork,80-297,pl. Stycznia 74,kontakt@szlaga.pl,+48 32 303 54 63,dostawca,Fryderyk Wojtaszczyk,2025-11-21,aktywny
592,Polakiewicz-Fogiel s.c. sp. z o.o.,6596089317,876018644,PL,Bełchatów,06-166,pl. Jadwigi 61,kontakt@polakiewicz-fogiel.pl,+48 52 780 50 11,klient,Dagmara Aleksander,2025-09-13,nieaktywny
593,Spółdzielnia Kuder s.c. S.A.,5164807277,786031253,PL,Legionowo,88-969,plac Malczewskiego 74/35,kontakt@spółdzielnia.pl,+48 15 323 34 63,oba,pani Dorota Pierzak,2022-06-03,aktywny
594,Grupa Bednarowicz sp. z o.o.,5339055043,429601610,Poland,Tarnów,83-945,aleja Słoneczna 26,kontakt@grupa.pl,+48 74 764 68 62,dostawca,pan Cezary Sacharczuk,2024-07-02,aktywny
595,  Głuszko Sp. z o.o. sp.k.,6851276522,693514629,PL,Świecie,57-689,aleja Tartaczna 56/20,kontakt@głuszko.pl,+48 80 546 58 46,oba,Marcelina Kościołek,2025-06-18,aktywny
596,Gleba-Sroga S.A. Sp. J.,9111109615,633010732,PL,Piastów,03-777,plac Moniuszki 94,kontakt@gleba-sroga.pl,+48 92 554 74 84,klient,Jerzy Galek,2023-10-23,nieaktywny
597,Grupa Stoch sp. z o.o.,3786137153,952283874,PL,Brzeg,91-724,ul. Stycznia 61,kontakt@grupa.pl,+48 63 940 92 60,klient,Nicole Męcik,2024-10-04,aktywny
598,Spółdzielnia Zaborek S.A. sp.k.,4444630603,116675283,PL,Biłgoraj,95-580,pl. Konopnickiej 21/24,kontakt@spółdzielnia.pl,+48 30 909 57 76,oba,Angelika Sarosiek,2024-02-13,aktywny
599,Spółdzielnia Dytrych sp.k.,,560745246,PL,Jarocin,03-994,pl. Długosza 70/60,kontakt@spółdzielnia.pl,+48 92 499 32 61,dostawca,pani Anastazja Buszka,2026-05-11,aktywny
600,Malcharek s.c. sp. z o.o.,1281964829,446179340,PL,Żary,64-371,ul. Bolesława Krzywoustego 04,kontakt@malcharek.pl,+48 22 195 13 65,klient,Ewelina Śliż,2022-04-10,aktywny
601,Grupa Kołaczyk Sp. J.,8196027526,357399415,PL,Mysłowice,43-084,ul. Konstytucji 3 Maja 61,kontakt@grupa.pl,+48 49 298 78 41,oba,Konrad Kamela,2024-10-18,aktywny
602,Stowarzyszenie Siedlaczek Sp. J.,0412091176,739836790,PL,Gorlice,81-100,aleja Mazurska 95,kontakt@stowarzyszenie.pl,+48 24 245 46 43,klient,Witold Dybaś,2021-08-07,aktywny
603,Spółdzielnia Ignatiuk i syn s.c. Spółka z o.o.,,325803577,PL,Radom,43-533,ulica Sawickiej 97/17,kontakt@spółdzielnia.pl,+48 59 421 91 67,klient,Karol Juśkiewicz,2022-07-29,aktywny
604,Wyderka Sp. z o.o. Sp.k. sp. z o.o.,9901557992,686781414,PL,Białogard,09-802,ulica Jana Sobieskiego 049,kontakt@wyderka.pl,+48 31 634 42 25,klient,Wiktor Dziedzina,2020-11-21,aktywny
605,Ubysz Sp. z o.o. sp.k.,8235130525,335966701,PL,Pruszków,49-412,aleja Morelowa 90/76,kontakt@ubysz.pl,+48 99 229 44 45,dostawca,pan Fabian Fogt,2022-10-17,nieaktywny
606,Boba Sp.k. Spółka z o.o.,8477686344,285713869,Poland,Wałcz,04-465,al. Waryńskiego 11,kontakt@boba.pl,+48 98 966 45 60,klient,Gaja Frukacz,2024-01-20,aktywny
607,Cacko i syn s.c. sp. z o.o.,7676945919,752078737,PL,Mysłowice,74-130,pl. Pułaskiego 797,kontakt@cacko.pl,+48 65 304 82 55,dostawca,Andrzej Matla,2021-04-12,aktywny
608,Nieroda S.A. Sp. z o.o.,8496498566,132147781,PL,Piekary Śląskie,75-447,al. Wyzwolenia 82/27,kontakt@nieroda.pl,+48 34 928 51 64,klient,Cyprian Jeske,2024-07-27,aktywny
609,Grupa Wereda sp. z o.o.,,746179886,PL,Bochnia,85-695,ulica Norwida 80/65,kontakt@grupa.pl,+48 78 322 23 81,dostawca,Ksawery Działa,2021-05-25,aktywny
610,Opalach-Mućka Sp. z o.o. Sp.k. Sp. J.,6655330773,150242357,PL,Inowrocław,86-488,pl. Hallera 59/95,kontakt@opalach-mućka.pl,+48 64 222 25 67,klient,Sandra Cymer,2024-03-22,aktywny
611,Wyrobek-Uziębło i syn s.c. sp. z o.o.,9040907426,532514798,PL,Białystok,64-225,ulica Kamienna 933,kontakt@wyrobek-uziębło.pl,+48 79 640 15 53,oba,pan Leonard Kulczak,2020-09-27,aktywny
612,Wojtunik-Wiencek i syn s.c. Sp. z o.o.,6445561851,630233687,PL,Kraków,47-011,aleja Kolejowa 12/47,kontakt@wojtunik-wiencek.pl,+48 61 405 99 68,dostawca,Janina Truchel,2021-12-02,aktywny
613,Grupa Madejczyk sp.k.,,343032073,PL,Piła,26-291,ulica Wyspiańskiego 25/83,kontakt@grupa.pl,+48 22 295 57 78,klient,Konrad Przerwa,2021-02-23,aktywny
614,Jakóbiak-Owczarczak Sp. z o.o. Sp. z o.o.,1041459641,850185649,PL,Gdańsk,87-141,ul. Jesienna 47,kontakt@jakóbiak-owczarczak.pl,+48 28 697 68 25,klient,Leonard Jośko,2024-02-20,nieaktywny
615,FPUH Siwa sp.k.,6718839772,401229255,PL,Ostróda,80-903,ul. Okrężna 23,kontakt@fpuh.pl,+48 72 331 21 43,dostawca,Ewelina Kulis,2021-06-27,aktywny
616,  Stowarzyszenie Pierzak sp. z o.o.,3117030372,978869972,PL,Chojnice,82-251,ulica Sybiraków 253,kontakt@stowarzyszenie.pl,+48 35 599 23 53,klient,Konstanty Jeżyna,2026-06-23,aktywny
617,Kielczyk-Dymarczyk s.c. Spółka z o.o.,4728123560,585795047,PL,Oleśnica,27-745,aleja Wrzosowa 86,kontakt@kielczyk-dymarczyk.pl,+48 62 292 18 45,dostawca,pani Angelika Franas,2022-05-26,aktywny
618,Przewoźniak-Kamieniak Sp. z o.o. Sp.k. sp.k.,1271130726,386427794,PL,Ostróda,89-495,pl. Fredry 969,kontakt@przewoźniak-kamieniak.pl,+48 71 777 77 67,dostawca,Nikodem Muskała,2023-07-15,aktywny
619,Terka-Ciuruś S.A. sp.k.,5074510668,308232501,PL,Otwock,28-314,al. Fabryczna 481,kontakt@terka-ciuruś.pl,+48 35 512 32 86,dostawca,Karol Erdmann,2026-07-01,aktywny
620,PPUH Szyguła S.A. sp.k.,6103131001,717649055,PL,Śrem,06477,al. Narutowicza 766,kontakt@ppuh.pl,+48 41 167 78 22,dostawca,pani Natasza Rogula,2023-02-05,nieaktywny
621,Grupa Wierzchoń Sp.j. Sp. J.,6661347324,943668641,PL,Pabianice,34-661,aleja Pogodna 888,kontakt@grupa.pl,+48 55 752 46 86,dostawca,Jacek Mądrzak,2020-08-04,aktywny
622,Szynkiewicz Sp. z o.o. sp.k.,9743251224,456649049,PL,Skarżysko-Kamienna,05-560,aleja Orzeszkowej 54/44,kontakt@szynkiewicz.pl,+48 29 113 95 70,dostawca,Sebastian Niewola,2024-04-21,aktywny
623,Stowarzyszenie Wicha-Borejko Sp. z o.o. Sp.k. Spółka z o.o.,1209579076,365762299,PL,Bełchatów,45-802,al. Lipowa 826,kontakt@stowarzyszenie.pl,+48 25 146 12 82,oba,Olaf Kuziora,2023-10-26,aktywny
624,Dudziec-Duszkiewicz s.c. sp.k.,8221145770,889001603,PL,Bochnia,71 776,al. Klasztorna 53,kontakt@dudziec-duszkiewicz.pl,+48 80 363 94 72,dostawca,Urszula Kansy,2024-08-23,aktywny
625,Fundacja Piotrkowicz s.c. Spółka z o.o.,458-971-48-07,258806824,PL,Bydgoszcz,48 143,ul. Wyzwolenia 07/55,kontakt@fundacja.pl,+48 39 775 28 55,dostawca,Sandra Wójt,2020-11-26,aktywny
626,Gabinety Komisarek Sp.k. Sp. J.,6531361484,582399282,PL,Iława,39-334,ul. Szarych Szeregów 22,kontakt@gabinety.pl,+48 44 795 54 52,dostawca,pani Ada Walencik,2025-03-28,nieaktywny
627,Grupa Gomoła Sp.j. Spółka z o.o.,4309859167,953982207,PL,Inowrocław,61-112,plac Kossaka 121,kontakt@grupa.pl ,+48 83 911 54 46,klient,Filip Rajczak,2020-08-26,aktywny
628,Fundacja Hejduk-Matela S.A. Sp. J.,2728498247,622724151,PL,Gliwice,50-291,ulica Traugutta 81/70,kontakt@fundacja.pl,+48 19 918 47 11,dostawca,pani Kornelia Słyk,2021-01-06,aktywny
629,Fundacja Szczerbiak Sp. z o.o. sp.k.,,369974625,PL,Włocławek,69-429,ul. Jastrzębia 23,kontakt@fundacja.pl,+48 55 999 46 74,oba,Kornelia Filusz,2022-04-19,nieaktywny
630,Spółdzielnia Halik s.c. Sp. J.,4236914304,608070753,PL,Piekary Śląskie,76-208,al. Tuwima 02,kontakt@spółdzielnia.pl,+48 42 931 96 91,dostawca,pan Ksawery Węgrzynek,2025-04-18,aktywny
631,Matacz-Ciak s.c. Sp. z o.o.,4494296595,249439479,PL,Oleśnica,59-474,ul. Konstytucji 3 Maja 47,kontakt@matacz-ciak.pl,+48 43 238 63 80,klient,pani Marika Prawdzik,2023-12-08,aktywny
632,Gordon-Lubera S.A. Spółka z o.o.,9782661280,574487943,PL,Pruszcz Gdański,94-443,al. Grabowa 91/60,kontakt@gordon-lubera.pl,+48 75 801 55 69,dostawca,Damian Gul,2025-05-09,aktywny
633,Stowarzyszenie Węgier-Świątkiewicz Sp.k. S.A.,7080612943,944639764,PL,Wieluń,93-924,aleja Poniatowskiego 15/11,kontakt@stowarzyszenie.pl,+48 85 624 57 26,oba,pani Nela Świtaj,2023-11-06,aktywny
634,Spółdzielnia Małocha S.A.,2607870104,390098025,PL,Gdynia,60-028,aleja Sokola 636,kontakt@spółdzielnia.pl,+48 53 708 22 47,oba,Mateusz Roczniak,2025-12-16,aktywny
635,Tabisz S.A. Sp. z o.o.,1980382872,246461343,PL,Świętochłowice,86-767,al. Narcyzowa 18,kontakt@tabisz.pl,+48 97 755 29 48,oba,Monika Chwedoruk,2024-01-17,aktywny
636,Gabinety Kosidło i syn s.c. Sp. z o.o.,7931102918,658155227,PL,Jaworzno,22-859,ulica Pocztowa 186,kontakt@gabinety.pl,+48 42 309 23 70,klient,Igor Pastuła,2026-03-25,aktywny
637,Nytko Sp. z o.o. Sp.k. Sp. z o.o.,1467238497,831562261,PL,Grudziądz,57-367,ulica Sucharskiego 83,kontakt@nytko.pl,+48 95 731 25 65,klient,pan Alex Mudlaff,2020-10-19,aktywny
638,FPUH Kinal-Ulfik Sp.k. Sp. J.,3288377444,816760816,PL,Dąbrowa Górnicza,50-707,plac Sienkiewicza 00/63,kontakt@fpuh.pl,+48 86 604 57 95,dostawca,Mariusz Kamieniarz,2024-12-11,aktywny
639,Walo-Oleszko Sp.j. Sp. z o.o.,7662047197,518146635,PL,Bydgoszcz,02-346,ulica Wyszyńskiego 22,kontakt@walo-oleszko.pl,+48 85 410 14 92,oba,Urszula Rut,2025-07-17,aktywny
640,Dorynek Sp. z o.o. Sp.k. Spółka z o.o.,3586812259,804303106,PL,Ostrołęka,72-642,ulica Czarnieckiego 613,kontakt@dorynek.pl,+48 69 832 27 45,oba,Dominik Dyszy,2023-12-15,nieaktywny
641,Spółdzielnia Kurzak Sp. z o.o.,7679298840,238965779,PL,Piaseczno,84-324,aleja Rolna 314,kontakt@spółdzielnia.pl,+48 86 694 54 84,oba,pani Kalina Kozieja,2025-01-31,aktywny
642,Podsiedlik-Posłuszny i syn s.c. Sp. z o.o.,2311775336,213206543,PL,Grodzisk Mazowiecki,64-105,pl. Paderewskiego 95,kontakt@podsiedlik-posłuszny.pl,+48 60 873 63 18,klient,Łukasz Kloska,2023-05-14,aktywny
643,Kasiak-Wawrzeńczyk Sp.k. Sp. J.,1759025176,505475993,PL,Legionowo,86-494,aleja Kwiatowa 97/68,kontakt@kasiak-wawrzeńczyk.pl,+48 92 687 81 35,klient,Nela Kulon,2023-05-23,aktywny
644,Wujek Sp. z o.o. Sp. J.,4332683190,126030781,PL,Turek,98-919,aleja Łączna 63/91,kontakt@wujek.pl,+48 37 134 27 10,dostawca,Sebastian Ludwiniak,2025-02-18,aktywny
645,Stowarzyszenie Bazydło S.A. Sp. z o.o.,559-821-76-64,176093527,PL,Dębica,27-658,ulica Żabia 52/45,kontakt@stowarzyszenie.pl,+48 27 901 76 48,klient,Angelika Kaletka,2021-11-18,aktywny
646,FPUH Jamrożek Sp. z o.o. Sp.k. Sp. z o.o.,9850344653,172963783,PL,Ostrów Mazowiecka,04-235,pl. Głowackiego 38,kontakt@fpuh.pl,+48 47 176 78 83,klient,Witold Hołysz,2026-05-13,nieaktywny
647,Nędzi-Kasznia Sp.j. sp.k.,4690819747,801402523,PL,Dzierżoniów,42 188,ul. Wrzosowa 130,kontakt@nędzi-kasznia.pl,+48 15 446 63 43,klient,Gabriel Kiszczak,2024-04-23,nieaktywny
648,  Romaniak s.c. Sp. z o.o.,2385037191,754984346,PL,Żywiec,27242,ul. Narutowicza 74/23,kontakt@romaniak.pl,+48 55 172 63 86,oba,Kaja Ambrozik,2021-06-18,nieaktywny
649,Spółdzielnia Krzywoń-Suchoń s.c. S.A.,2401078351,563336308,pl,Mikołów,82-207,plac Jana Pawła II 662,kontakt@spółdzielnia.pl,+48 49 900 39 12,klient,pan Bruno Soroko,2020-11-07,aktywny
650,FPUH Laskus-Parkitna S.A. sp. z o.o.,8960870661,846723590,PL,Sochaczew,03-781,al. Pogodna 982,kontakt@fpuh.pl,+48 66 818 64 80,klient,Juliusz Zapadka,2021-11-08,aktywny
651,Stowarzyszenie Fal Sp. z o.o. Sp.k. sp.k.,5535603311,732023202,PL,Dębica,72-621,ul. Zaciszna 73,kontakt@stowarzyszenie.pl,+48 40 522 78 82,klient,Rafał Bitner,2020-09-22,nieaktywny
652,Kuśmider s.c. sp. z o.o.,0102724055,475452581,PL,Kościerzyna,93-384,al. Jaskółcza 567,kontakt@kuśmider,+48 48 232 87 60,dostawca,Julianna Łyczak,2021-12-06,aktywny
653,Grupa Kołton Sp.j. Sp. z o.o.,4837537450,937742398,PL,Swarzędz,21-199,al. Wałowa 75/06,kontakt@grupa.pl,+48 94 350 77 44,dostawca,Witold Brózda,2026-03-16,aktywny
654,Grupa Dywan Sp. z o.o. Sp.k. Spółka z o.o.,6974132831,427425973,PL,Czerwionka-Leszczyny,91-693,ulica Strzelecka 72/43,kontakt@grupa.pl,+48 26 481 28 14,klient,Bartek Forysiak,2025-06-30,aktywny
655,Kukier Sp.k. S.A.,1070449646,988176527,Poland,Kutno,51-724,ul. Gałczyńskiego 62,kontakt@kukier.pl,+48 18 385 88 59,dostawca,Iwo Bednarowicz,2020-10-08,nieaktywny
656,PPUH Słupik S.A.,7033626808,809101742,PL,Biłgoraj,49-601,plac Malczewskiego 11/95,kontakt@ppuh.pl,+48 15 654 54 13,oba,Cezary Kalinka,2024-04-30,nieaktywny
657,Kozok-Hejna Sp.k. Spółka z o.o.,9305966012,694095087,PL,Zgierz,01-173,ul. Strażacka 68,kontakt@kozok-hejna.pl,+48 97 394 78 69,dostawca,Stefan Kostorz,2026-05-18,aktywny
658,Spółdzielnia Ambrozik Sp. z o.o. Sp.k. S.A.,7320441382,417639590,PL,Siedlce,91-138,aleja Kilińskiego 17/93,kontakt@spółdzielnia.pl,+48 84 504 14 88,dostawca,Ksawery Żok,2024-08-12,aktywny
659,Kowalówka-Dering S.A. Spółka z o.o.,7070705784,333906600,PL,Kędzierzyn-Koźle,53-452,pl. Floriana 21/41,kontakt@kowalówka-dering.pl,+48 18 693 20 45,oba,Marcel Kleina,2024-01-30,nieaktywny
660,Dziczek Sp. z o.o. S.A.,2444723226,763518015,PL,Śrem,31-490,ul. Szkolna 40,kontakt@dziczek.pl,+48 40 217 93 14,klient,Patryk Hajdukiewicz,2026-03-29,nieaktywny
661,Gabinety Pych-Łasak s.c. sp.k.,5083044059,680294485,PL,Dzierżoniów,98-273,al. Krańcowa 65/55,kontakt@gabinety.pl,+48 87 340 54 23,klient,pani Karina Bartman,2026-03-30,aktywny
662,Fundacja Korzeniak Sp. z o.o. sp.k.,1335956161,403959566,PL,Tarnobrzeg,43826,ulica Szczęśliwa 62/09,kontakt@fundacja.pl,+48 14 434 87 56,dostawca,Liwia Aleksander,2025-02-18,nieaktywny
663,Frost-Terka s.c. Spółka z o.o.,7490250422,734825626,PL,Wągrowiec,85-891,al. Mostowa 50,kontakt@frost-terka.pl,+48 24 723 37 50,oba,pani Tola Miętka,2026-04-04,aktywny
664,FPUH Kuska Sp. J.,5369026112,341142023,PL,Pabianice,78-497,ul. Wałowa 716,kontakt@fpuh.pl,+48 79 850 25 77,klient,Eryk Lisoń,2025-11-08,aktywny
665,Kominiak-Proć s.c. sp.k.,7543943532,957926104,PL,Jawor,65-033,aleja Grottgera 48,kontakt@kominiak-proć.pl,+48 40 566 50 24,oba,pan Artur Reich,2023-04-06,aktywny
666,FPUH Czerner S.A. S.A.,5158815793,347336252,PL,Tomaszów Mazowiecki,28-175,pl. Wolności 025,kontakt@fpuh.pl,+48 64 335 82 26,oba,Konstanty Zimniak,2023-04-22,aktywny
667,  FPUH Teodorowicz S.A.,9294455117,538626530,PL,Świecie,16-682,aleja Żeromskiego 53/99,kontakt@fpuh.pl,+48 75 251 83 73,oba,Cyprian Glegoła,2022-10-12,nieaktywny
668,FPUH Majtyka i syn s.c. S.A.,0216487127,136588469,Poland,Bielawa,56-828,ulica Wyspiańskiego 41,kontakt@fpuh.pl,+48 14 806 31 19,klient,Dawid Kiliszek,2026-05-02,nieaktywny
669,Spółdzielnia Tadych-Fulara s.c. S.A.,6526834158,985531613,PL,Krosno,17-874,plac Słowicza 04/09,kontakt@spółdzielnia.pl,+48 86 723 88 23,oba,Tobiasz Sojda,2021-01-24,aktywny
670,Gabinety Brejnak Spółka z o.o.,7676472295,980582182,PL,Jarocin,17-533,pl. Wolności 087,kontakt@gabinety.pl,+48 30 107 85 85,dostawca,pani Gaja Łuszczyk,2025-08-23,aktywny
671,Wietecha-Malcharek Sp.j. S.A.,2894134754,151848784,PL,Kalisz,77-291,ulica Hallera 481,kontakt@wietecha-malcharek.pl,+48 47 430 59 50,klient,Anita Siembab,2022-03-01,aktywny
672,Karaśkiewicz-Góraj Sp.k. Sp. J.,4214477322,409751772,PL,Dębica,08-830,plac Kruczkowskiego 33/02,kontakt@karaśkiewicz-góraj.pl,+48 88 871 23 39,oba,pan Krystian Hadaś,2023-09-07,aktywny
673,Przerwa-Koronkiewicz Sp.j. sp. z o.o.,8820908837,107156607,PL,Wejherowo,55-695,al. Storczykowa 184,kontakt@przerwa-koronkiewicz.pl,+48 14 478 36 46,oba,Eryk Sornat,2025-05-04,aktywny
674,Fundacja Kręcisz-Strzała Sp. z o.o. Sp.k. sp.k.,1241513150,268284543,PL,Ostrów Mazowiecka,75-887,aleja Lazurowa 29/27,kontakt@fundacja.pl,+48 46 564 90 75,oba,pan Wojciech Szela,2021-05-22,aktywny
675,  Bochnia-Kowala S.A. Spółka z o.o.,3296334722,620235608,PL,Świebodzice,84-010,plac Kusocińskiego 66,kontakt@bochnia-kowala.pl,+48 74 389 26 35,oba,Adam Prokopczyk,2021-07-21,nieaktywny
676,Fundacja Wierzchoń Sp. J.,3061789325,141674854,PL,Radom,16-528,pl. Waryńskiego 263,kontakt@fundacja.pl,+48 99 369 88 58,oba,Ignacy Karłowicz,2023-03-11,aktywny
677,Fundacja Ficner Sp.k. S.A.,8243477692,483463134,PL,Giżycko,23-669,pl. Sawickiej 17/64,kontakt@fundacja.pl,+48 48 198 38 24,dostawca,pan Jan Engler,2025-04-06,nieaktywny
678,Bohdanowicz Sp. z o.o. Spółka z o.o.,3612751561,856793425,PL,Oleśnica,83 685,ul. Listopada 99/74,kontakt@bohdanowicz.pl,+48 72 960 72 86,dostawca,Tola Troć,2023-03-11,aktywny
