produkt_id,indeks,nazwa,kategoria,jednostka_miary,cena_zakupu,cena_sprzedazy,stawka_vat,ean,producent,status,data_utworzenia
846,PRD-93445,Operative static website,Odczynniki,szt,419.16,306.85,23,1889949338090,Grupa Kulis-Kapuścik s.c.,aktywny,2025-11-21
847,PRD-98656,Integrated didactic function,Odczynniki,szt,1316.05,1749.97,23,71538895713,Szatanik i syn s.c.,nieaktywny,2023-09-08
848,PRD-47794,Team-oriented demand-driven approach,Podłoża mikrobiologiczne,szt,3818.94,6393.72,23,3998332077979,FPUH Posłuszna Sp. z o.o.,aktywny,2021-12-21
849,PRD-14375,Synergized maximized Local Area Network,Szkło laboratoryjne,szt,729.53,1234.42,23,6659704360058,Grupa Bobik Sp.k.,aktywny,2025-11-17
850,PRD-85434,Sharable content-based functionalities,Materiały zużywalne,szt,241.64,392.93,23,5372726934828,Monkiewicz Sp.k.,aktywny,2026-06-19
851,PRD-67620,Adaptive mobile migration,Szkło laboratoryjne,szt,3899.91,2588.94,23,9436196675086,Spółdzielnia Drewniok-Wasiuk S.A.,aktywny,2021-12-12
852,PRD-65607,Distributed content-based customer loyalty,Podłoża mikrobiologiczne,szt,904.64,848.18,23,4270849065092,Stowarzyszenie Podpora-Mateusiak S.A.,aktywny,2021-03-01
853,PRD-88126,Ergonomic incremental paradigm,Sprzęt laboratoryjny,szt,2065.88,1826.66,23,2187328132268,PPUH Barłóg-Zatoń s.c.,aktywny,2023-02-27
854,PRD-81231,Managed systemic throughput,Materiały zużywalne,szt,302.68,419.77,23,4470346947480,Preś S.A.,aktywny,2023-09-05
855,PRD-40318,Face-to-face background task-force,Szkło laboratoryjne,szt,3938.5,5428.25,23,2684156754670,Urynowicz-Ograbek i syn s.c.,aktywny,2022-11-25
856,PRD-85348,Object-based foreground customer loyalty,Materiały zużywalne,szt,1784.32,2771.69,23,3973816838122,Lepak-Fleszar Sp. z o.o. Sp.k.,aktywny,2024-08-31
857,PRD-73999,Team-oriented static strategy,Odczynniki,pcs,1256.07,1348.24,23,6643653662875,Gabinety Piesik,nieaktywny,2024-07-20
858,PRD-77998,Horizontal regional knowledge user,Sprzęt laboratoryjny,szt,1291.03,2268.98,23,4598555770291,Kutera-Ziajka Sp.k.,nieaktywny,2021-09-10
859,PRD-13595,Business-focused content-based challenge,Podłoża mikrobiologiczne,szt,0,4363.9,23,6665029360837,Słobodzian-Kryszkiewicz Sp.j.,aktywny,2022-02-01
860,PRD-74507,Pre-emptive asynchronous frame,Aparatura,szt,2917.99,4234.61,23,4854106541275,Gabinety Block Sp. z o.o. Sp.k.,aktywny,2024-09-20
861,PRD-52090,Automated optimal encryption,Sprzęt laboratoryjny,szt,1707.54,2170.44,23,8847048361420,Stowarzyszenie Łabno,aktywny,2024-10-31
862,PRD-74673,Monitored system-worthy knowledge user,Odczynniki,szt,1646.81,2570.34,23,4751231262037,Naglik Sp. z o.o.,aktywny,2023-03-04
863,PRD-19055,Balanced incremental budgetary management,Podłoża mikrobiologiczne,pcs,366.99,543.07,23,6928482469712,Stowarzyszenie Gowin S.A.,aktywny,2020-11-04
864,PRD-24953,Operative fault-tolerant firmware,Sprzęt laboratoryjny,szt,2381.91,3376.49,23,5050399283819,PPUH Buszka,aktywny,2021-06-04
865,PRD-38168,Phased hybrid budgetary management,Aparatura,szt,3890.26,4109.34,23,4717947590134,Dybaś-Szulist s.c.,aktywny,2021-08-26
866,PRD-16664,Fully-configurable stable policy,Odczynniki,szt,3243.95,4818.99,23,7528004724485,Krzysztoszek S.A.,aktywny,2021-01-23
867,PRD-61269,Polarized systematic superstructure,Sprzęt laboratoryjny,opak,1909.89,3160.56,23,5758085568492,Kwapis Sp.j.,aktywny,2023-11-27
868,PRD-45391,Inverse 4thgeneration intranet,Aparatura,szt,512.28,703.72,23,3590912540390,Grupa Herok S.A.,aktywny,2024-02-28
869,PRD-53053,Distributed needs-based projection,Sprzęt laboratoryjny,szt,247.18,338.25,23,1423509135327,Bacia-Puch Sp.k.,aktywny,2023-01-05
870,PRD-67823,Assimilated high-level info-mediaries,Szkło laboratoryjne,sztuka,1541.44,2676.55,23,3107264439351,Stowarzyszenie Klaja,aktywny,2025-08-10
871,PRD-14483,Realigned system-worthy help-desk,,szt,3946.51,6827.04,23,9385260432351,Tomaszuk-Bitner Sp. z o.o. Sp.k.,aktywny,2020-10-23
872,PRD-52050,Multi-layered holistic Graphic Interface,Odczynniki,szt,3389.19,2635.16,23,2737473655460,PPUH Gołoś,aktywny,2025-03-16
873,PRD-44478,Business-focused clear-thinking installation,Materiały zużywalne,szt,2160.73,3566.39,23,8659308952482,Buchholz-Gołoś Sp.j.,aktywny,2025-07-26
874,PRD-80599,Adaptive modular methodology,Odczynniki,pcs,3995.6,3154.38,23,5636190691027,Gabinety Cudzich s.c.,aktywny,2022-08-21
875,PRD-17278,Synergistic fault-tolerant utilization,Podłoża mikrobiologiczne,szt,139.3,179.13,23,8384448214508,Hanke-Zięciak S.A.,aktywny,2023-09-15
876,PRD-16357,Pre-emptive incremental core,Odczynniki,szt,43.43,71.24,23,7926619795118,FPUH Domino-Hamera Sp. z o.o. Sp.k.,aktywny,2024-02-07
877,PRD-41815,Synergistic incremental alliance,Odczynniki,szt.,2407.67,3605.64,23,2258528654536,Rosołek S.A.,aktywny,2023-06-12
878,PRD-14360,Team-oriented user-facing encryption,Materiały zużywalne,szt,3457.06,3833.29,23,1917142352297,PPUH Glegoła Sp.k.,aktywny,2025-12-04
879,PRD-43402,Switchable client-server interface,Materiały zużywalne,szt,81.32,89.79,23,8627661914372,Grupa Drzał-Rychcik S.A.,aktywny,2026-05-19
880,PRD-11776,Distributed analyzing open system,Odczynniki,szt,1033.24,1841.45,23,6170665858612,Stowarzyszenie Staciwa Sp.k.,aktywny,2023-11-04
881,PRD-57026,Ameliorated impactful benchmark,Materiały zużywalne,szt,2854.28,3542.6,23,9128755048788,Gabinety Szkatuła Sp. z o.o.,aktywny,2022-12-04
882,PRD-50000,Optional secondary Local Area Network,Materiały zużywalne,opak,1186.28,2106.63,23,7352988476404,Głowiak Sp. z o.o.,aktywny,2023-09-21
883,PRD-89300,Mandatory systematic benchmark,Sprzęt laboratoryjny,szt,3974.13,5816.92,23,5964379513268,Bernatowicz-Fik S.A.,aktywny,2022-01-25
884,PRD-20899,Reduced demand-driven extranet,,szt,1268.44,1733.37,23,1693767546038,PPUH Muc,aktywny,2024-04-10
885,PRD-76472,Persevering intermediate policy,Odczynniki,szt,2955.22,3300.63,23,2880733757519,Spółdzielnia Koral Sp.j.,aktywny,2024-11-12
886,PRD-58872,Enterprise-wide upward-trending archive,Odczynniki,szt,1414.85,2208.51,23 %,7473020380945,FPUH Mendak-Przystupa S.A.,aktywny,2020-10-23
887,PRD-12822,Versatile systemic emulation,Aparatura,sztuka,1236.56,1399.34,23,5516146339611,FPUH Kościuszko-Niewola i syn s.c.,aktywny,2025-05-30
888,PRD-73464,Compatible user-facing policy,Podłoża mikrobiologiczne,szt,2736.63,3860.76,23 %,7814658410428,Mijas-Malcherek i syn s.c.,aktywny,2021-09-11
889,PRD-39976,Streamlined reciprocal circuit,Sprzęt laboratoryjny,szt,2505.24,3928.43,23 %,5353810875881,Pietrasiak i syn s.c.,aktywny,2025-09-13
890,PRD-57477,Mandatory directional algorithm,Materiały zużywalne,szt,1610.99,1761.51,23,7614092478254,Grupa Jarosik S.A.,aktywny,2026-04-11
891,PRD-59771,Operative 6thgeneration approach,Szkło laboratoryjne,szt,1019.65,1294.34,23,5975373525502,Spółdzielnia Stanclik-Luks s.c.,aktywny,2026-03-22
892,PRD-42937,Focused solution-oriented Local Area Network,Podłoża mikrobiologiczne,szt,2429.72,3934.52,23,2478792934682,FPUH Marchlewicz S.A.,nieaktywny,2023-02-11
893,PRD-18822,Persevering zero-defect application,Odczynniki,szt,744.96,1282.11,23,5259727783092,Stowarzyszenie Arendarczyk,aktywny,2021-12-25
894,PRD-99220,Realigned fresh-thinking matrix,Materiały zużywalne,szt,1091.07,1755.98,23,9674835030701,PPUH Golonko-Barczuk i syn s.c.,nieaktywny,2022-04-27
895,PRD-52547,Down-sized neutral circuit,Szkło laboratoryjne,szt,3125.66,4354.57,23,5685204571004,Wojtunik S.A.,nieaktywny,2023-12-01
896,PRD-85399,Distributed cohesive solution,Materiały zużywalne,szt,3885.78,6730.62,23,49361330135,Gabinety Doktor-Politowicz Sp.k.,aktywny,2023-06-02
897,PRD-86026,Assimilated attitude-oriented concept,,szt,3588.68,4399.62,23,9851070968927,PPUH Jędrys Sp. z o.o.,aktywny,2020-10-05
898,PRD-41969,Implemented empowering instruction set,Aparatura,szt,2577.86,3628.19,23,63003681414,Stowarzyszenie Rubin s.c.,aktywny,2023-06-01
899,PRD-36971,Inverse client-driven support,Aparatura,szt,3415.53,4790.34,23,1796850139640,Fundacja Ziarnik,aktywny,2023-08-20
900,PRD-83780,Advanced non-volatile instruction set,Odczynniki,szt,3426.59,4498.97,23,3158025982246,Kazberuk Sp.j.,aktywny,2025-07-25
901,PRD-69995,Fundamental leadingedge collaboration,Aparatura,kpl,1229.91,1692.86,23,8043533323988,Gabinety Żołna,aktywny,2021-06-22
902,PRD-57812,Enhanced high-level Local Area Network,Sprzęt laboratoryjny,szt,2355.37,3535.51,23,3217290259722,Hadam-Głownia Sp.j.,aktywny,2022-12-02
903,PRD-85939,Team-oriented eco-centric leverage,Aparatura,szt,457.33,629.48,23,1274220055081,PPUH Jałowiec Sp. z o.o. Sp.k.,aktywny,2024-07-16
904,PRD-51754,Advanced leadingedge ability,Szkło laboratoryjne,szt,1684.74,2852.29,23,1460063049603,Stowarzyszenie Skalik-Jędruszczak Sp.j.,aktywny,2025-06-13
905,PRD-87491,Persistent logistical time-frame,Podłoża mikrobiologiczne,szt,2935.97,3550.81,23,8314244648486,Witko Sp. z o.o.,aktywny,2023-12-16
906,PRD-72582,Digitized reciprocal migration,Aparatura,sztuka,3423.61,5610.69,23,2954185886579,PPUH Chalimoniuk-Faruga s.c.,aktywny,2024-07-17
907,PRD-71350,Integrated coherent initiative,Odczynniki,szt,3220.81,5425.14,23,7331149236509,Grupa Dyjach-Wardzała S.A.,aktywny,2023-09-21
908,PRD-93872,Profound client-server initiative,Szkło laboratoryjne,szt,1027.91,1296.84,23,9063031048268,Leoniak Sp.k.,aktywny,2022-01-15
909,PRD-38373,Versatile homogeneous extranet,Aparatura,szt,1483.96,2663.74,23,5702587410459,Myszor Sp. z o.o.,nieaktywny,2023-07-30
910,PRD-97700,Adaptive global customer loyalty,Podłoża mikrobiologiczne,szt,1430.96,2288.71,23,7865390973893,Grupa Buś s.c.,nieaktywny,2025-02-26
911,PRD-45584,Optimized 5thgeneration groupware,Sprzęt laboratoryjny,szt,846.03,1413.76,23,1465290835148,FPUH Ochał Sp.j.,nieaktywny,2024-05-21
912,PRD-99892,Quality-focused multimedia access,Aparatura,szt,-3808.3,6227.56,23,9272796562821,Wziątek-Pawlaczek i syn s.c.,nieaktywny,2025-10-30
913,PRD-28731,Stand-alone impactful implementation,Aparatura,pcs,527.31,800.86,23,9759827650027,Fundacja Dietrich,aktywny,2023-08-13
914,PRD-94556,Re-engineered holistic productivity,Aparatura,szt,3366.78,5715.15,23,8094499592645,Goj Sp.j.,aktywny,2025-02-25
915,PRD-80819,Reduced multi-tasking core,Odczynniki,szt,3700.87,6136.85,23,8655627523474,Boguś S.A.,aktywny,2023-12-29
916,PRD-88651,Virtual well-modulated firmware,Materiały zużywalne,szt,1060.49,1250.7,23,1813296547914,Ogonek-Buszta Sp. z o.o. Sp.k.,aktywny,2025-12-18
917,PRD-23449,Front-line holistic service-desk,Aparatura,szt,2414.61,3256.29,23,4940009238961,Grupa Paździora,aktywny,2025-10-17
918,PRD-46463,Open-architected 3rdgeneration artificial intelligence,Aparatura,szt,2724.65,3384.11,23,8387799749740,PPUH Juszczuk-Gałaj s.c.,nieaktywny,2021-04-13
919,PRD-99175,Synergized empowering open architecture,Aparatura,szt,2347.74,3151.12,23,6869424747871,Dzidek Sp.j.,aktywny,2025-11-02
920,PRD-33059,Adaptive tangible capability,Materiały zużywalne,szt,3212.25,4199.47,23,2739616696012,Grupa Rakus s.c.,aktywny,2021-05-21
921,PRD-79489,Vision-oriented uniform software,Odczynniki,szt,1397.99,2110.67,23,3497564820620,Fundacja Mądrzyk Sp. z o.o.,aktywny,2025-12-02
922,PRD-18298,Multi-lateral composite analyzer,Sprzęt laboratoryjny,szt.,2681.21,2857.77,23,3486865017583,Fundacja Kosman Sp. z o.o.,aktywny,2025-12-11
923,PRD-66648,Up-sized analyzing leverage,Szkło laboratoryjne,szt,1202.11,1422.56,23,5903907925236,Grupa Szyda,aktywny,2021-08-27
924,PRD-59720,Face-to-face directional interface,Podłoża mikrobiologiczne,szt,2211.04,2471.31,23,3074975249787,PPUH Kempka-Sudnik Sp.j.,aktywny,2022-07-07
925,PRD-44451,Right-sized homogeneous knowledge user,Odczynniki,szt,2291.59,2922.68,0.23,2199357923423,Skolik-Raszkiewicz Sp.j.,nieaktywny,2022-04-21
926,PRD-22377,Configurable static application,Materiały zużywalne,szt,2215.43,2018.74,23,2685125601531,Grupa Oleksiewicz,nieaktywny,2022-03-09
927,PRD-40210,Automated object-oriented ability,Szkło laboratoryjne,szt,114.84,136.82,23,7772957484440,Buza Sp.j.,nieaktywny,2025-05-30
928,PRD-38422,Business-focused bi-directional methodology,Szkło laboratoryjne,szt,2586.98,3208.78,23,4657919127207,FPUH Kucab-Zimoń Sp.k.,aktywny,2024-07-25
929,PRD-47616,Enhanced 24/7 hub,Sprzęt laboratoryjny,szt,3522.74,5484.74,23,9811253832257,Dukat Sp. z o.o. Sp.k.,aktywny,2023-04-11
930,PRD-50172,Synchronized executive open system,Podłoża mikrobiologiczne,szt,1898.81,2676.38,23,6711352949092,Spółdzielnia Oczko i syn s.c.,aktywny,2023-04-16
931,PRD-33502,Self-enabling discrete strategy,Aparatura,szt,43.87,78.35,23,2394974840432,Spółdzielnia Figat-Chachuła Sp. z o.o.,nieaktywny,2022-11-07
932,PRD-56891,Synergistic context-sensitive process improvement,Odczynniki,szt,3257.01,4399.48,0.23,7199055175456,Stowarzyszenie Zębik i syn s.c.,aktywny,2025-04-26
933,PRD-46427,Robust methodical flexibility,Podłoża mikrobiologiczne,szt,1776.84,2673.69,23,6371430787449,FPUH Pasiut Sp.k.,aktywny,2026-04-16
934,PRD-61717,Switchable full-range productivity,Szkło laboratoryjne,szt,988.09,1382.72,23,9116279998874,Drej-Pniak Sp.j.,aktywny,2026-01-09
935,PRD-76872,Inverse radical synergy,,szt,2358.79,2902.36,23,5723742962040,FPUH Strycharz Sp. z o.o. Sp.k.,aktywny,2021-06-12
936,PRD-67173,Virtual composite hardware,Aparatura,szt,3206.34,5422.8,23,9908474026828,Duczek-Szywała Sp.k.,aktywny,2023-06-11
937,PRD-90815,Synergized reciprocal task-force,Odczynniki,szt,1993.96,2898.78,0.23,6179953936780,FPUH Mularz,aktywny,2024-10-24
938,PRD-31678,Down-sized analyzing forecast,Szkło laboratoryjne,szt,2821.31,4775.62,23,7703560807016,Sady Sp. z o.o. Sp.k.,aktywny,2023-09-19
939,PRD-38888,Customizable grid-enabled time-frame,Odczynniki,szt,405.83,522.53,23,3474116750959,Stępak-Fyda Sp. z o.o.,aktywny,2020-10-13
940,PRD-11042,Synergized high-level array,Aparatura,szt,1059.17,1671.66,23,2798756670837,Kurc-Lepak i syn s.c.,aktywny,2022-01-25
941,PRD-42683,Seamless zero administration emulation,Podłoża mikrobiologiczne,szt,2382.59,1731.59,23,9028361149055,Gabinety Sojda i syn s.c.,aktywny,2022-07-30
942,PRD-23066,Versatile hybrid support,Materiały zużywalne,szt,1692.22,2332.47,23,7960511290153,Gabinety Ochwat-Klebba s.c.,aktywny,2024-07-26
943,PRD-37461,Organized homogeneous monitoring,Materiały zużywalne,szt,1274.81,1414.03,23,1532917222958,Bender Sp.k.,aktywny,2024-03-08
944,PRD-68054,Multi-tiered zero administration ability,Sprzęt laboratoryjny,szt,2047.07,2716.53,23,9393306260768,Stowarzyszenie Majnusz-Wąsek i syn s.c.,aktywny,2021-01-28
945,PRD-97042,Cross-group logistical framework,Podłoża mikrobiologiczne,szt,2896.98,4597.13,23,5842408866844,FPUH Kobza-Potok Sp. z o.o. Sp.k.,aktywny,2021-08-04
946,PRD-64375,Programmable exuding pricing structure,,szt,3621.24,5027.22,23,9790947263432,PPUH Osik Sp. z o.o.,nieaktywny,2020-08-19
947,PRD-68366,Grass-roots encompassing parallelism,Sprzęt laboratoryjny,szt,743.62,838.61,23,4747157721724,Grupa Juroszek-Łaciak S.A.,aktywny,2025-12-14
948,PRD-20934,Mandatory motivating initiative,Odczynniki,szt,3246.08,5012.67,23,62668570863,Latacz-Balcewicz Sp. z o.o.,aktywny,2022-05-01
949,PRD-98770,Synergistic heuristic intranet,Materiały zużywalne,szt,3677.76,4301.02,23,8314329675723,Stowarzyszenie Pabiś,aktywny,2026-06-09
950,PRD-87799,Assimilated non-volatile process improvement,Aparatura,pcs,1528.17,1913.95,23,8090675490967,PPUH Toborek-Piątkiewicz S.A.,aktywny,2024-01-26
951,PRD-45500,Fundamental holistic task-force,Sprzęt laboratoryjny,kpl,3421.41,6096.57,23,1728949868889,Sularz-Luks Sp.j.,aktywny,2025-11-03
952,PRD-14055,User-centric optimizing benchmark,Odczynniki,szt,338.42,566.02,23,6329869104750,Hermann Sp. z o.o.,aktywny,2021-06-27
953,PRD-19181,Team-oriented analyzing standardization,Podłoża mikrobiologiczne,szt,3577.27,5758.58,23,6772194359997,Stowarzyszenie Myrcha-Małyszka i syn s.c.,aktywny,2025-02-11
954,PRD-73166,Compatible national extranet,Aparatura,szt,237.18,420.54,23,5822657317096,FPUH Mosiołek s.c.,aktywny,2026-02-07
955,PRD-64675,Seamless neutral secured line,Odczynniki,szt,0,6000.96,23,6758895501597,PPUH Olko,aktywny,2026-03-11
956,PRD-29617,Down-sized asynchronous encryption,Materiały zużywalne,szt,3371.5,4380.3,23,7156716197745,Gabinety Wiertelak,aktywny,2023-08-16
957,PRD-44201,Open-source bottom-line middleware,Odczynniki,szt,680.72,872.83,23,5638035227737,Kośka-Żółkiewicz Sp.k.,aktywny,2026-03-02
958,PRD-74490,Persevering uniform solution,Materiały zużywalne,szt,1663.05,1882.94,23 %,5539147927846,Drwięga-Latek Sp.k.,aktywny,2026-05-15
959,PRD-24335,Public-key 24/7 task-force,Odczynniki,szt,641.64,1047.72,23,2708489613824,Piekart S.A.,aktywny,2024-09-11
960,PRD-19914,Digitized stable instruction set,Szkło laboratoryjne,szt.,3858.22,4112.08,23,7229121287786,Spółdzielnia Futyma,nieaktywny,2021-01-11
961,PRD-81880,Seamless modular protocol,,szt,2228.85,3011.44,23,5617290153345,Pawliczek-Herba i syn s.c.,aktywny,2023-10-22
962,PRD-46568,Managed explicit moratorium,Podłoża mikrobiologiczne,szt,370.18,471.7,23,9686160776869,Labocha-Motak s.c.,aktywny,2020-10-07
963,PRD-55422,Polarized neutral benchmark,Odczynniki,szt,2122.49,2325.06,23,6777009316457,Spółdzielnia Kokosza-Choina i syn s.c.,aktywny,2023-02-09
964,PRD-64401,Horizontal methodical software,Sprzęt laboratoryjny,pcs,1755.83,2517.59,23,9969655687350,PPUH Sarosiek,aktywny,2025-07-16
965,PRD-18227,Quality-focused even-keeled knowledge user,Aparatura,szt,176.79,204.59,23,99390600631,Fundacja Durlik,aktywny,2022-03-28
966,PRD-68364,Implemented context-sensitive paradigm,Aparatura,szt,3497.02,6102.93,23,8722688766135,Symonowicz-Hanc Sp.j.,aktywny,2021-01-19
967,PRD-44691,Up-sized neutral extranet,Sprzęt laboratoryjny,szt,1719.55,1905.87,23,7332611174465,Gabinety Dej S.A.,aktywny,2022-04-15
968,PRD-95269,Configurable empowering Internet solution,Aparatura,szt,2688.42,3277.78,23,8230111154990,Podgórny S.A.,aktywny,2021-02-02
969,PRD-70160,Proactive global monitoring,Odczynniki,szt,1254.99,1432.1,23,1662809858782,Lepka Sp. z o.o. Sp.k.,aktywny,2026-02-06
970,PRD-69920,Monitored client-server process improvement,,szt,1732.52,1923.52,23%,1106861267545,Sojda-Krzan i syn s.c.,aktywny,2025-08-04
971,PRD-33464,Optimized regional middleware,Szkło laboratoryjne,szt,3650.8,5349.14,0.23,7379605793734,FPUH Jama-Freitag s.c.,aktywny,2021-09-16
972,PRD-73333,Quality-focused multi-tasking Local Area Network,Aparatura,szt,2120.25,1395.48,23,1806591193934,Stowarzyszenie Zioła Sp. z o.o. Sp.k.,aktywny,2026-01-12
973,PRD-30882,Managed multimedia firmware,Sprzęt laboratoryjny,pcs,529.25,592.37,23 %,6266628727429,Gabinety Fedak Sp. z o.o.,aktywny,2021-11-15
974,PRD-93242,Front-line even-keeled ability,Szkło laboratoryjne,szt,1039.48,1099.77,23,3657706652684,Kuder S.A.,aktywny,2022-05-02
975,PRD-57650,Up-sized optimal solution,Szkło laboratoryjne,szt,1812.64,1186.18,23,4449812427431,Bieszke-Kieca Sp. z o.o.,aktywny,2025-10-04
976,PRD-17128,Team-oriented full-range portal,Szkło laboratoryjne,szt,3646.81,4596.04,23,3998326367856,Spółdzielnia Juraszczyk Sp.j.,aktywny,2021-01-23
977,PRD-45075,Managed stable architecture,Materiały zużywalne,szt,1384.44,2060.04,23,9184867953220,Spółdzielnia Helak-Klaus S.A.,aktywny,2024-12-10
978,PRD-80713,Programmable real-time algorithm,Odczynniki,szt,2365.64,3987.35,0.23,4101355529538,Faruga i syn s.c.,aktywny,2022-05-30
979,PRD-26915,Grass-roots multi-tasking forecast,Odczynniki,szt,1372.26,1857.7,23,4803331482174,Fundacja Dargacz,aktywny,2020-09-20
980,PRD-29493,Fully-configurable interactive success,Materiały zużywalne,szt,3439.49,5003.73,23,1677136727259,Fundacja Piesik,aktywny,2025-01-30
981,PRD-16195,Cloned high-level installation,Podłoża mikrobiologiczne,szt,3500.6,4117.76,23,8007899583466,Gabinety Rezmer-Margol Sp.k.,aktywny,2025-09-09
982,PRD-54177,De-engineered tangible encoding,Szkło laboratoryjne,szt,253.76,438.03,23,6592501006175,Mudlaff Sp.j.,aktywny,2025-06-21
983,PRD-67094,Assimilated stable instruction set,Podłoża mikrobiologiczne,szt,3596.55,2589.26,23,3668950016380,PPUH Deryło,nieaktywny,2025-02-09
984,PRD-81000,Programmable 4thgeneration functionalities,Aparatura,szt,3504.46,6224.64,23,4391934145194,Noszczyk-Błaziak Sp. z o.o.,aktywny,2021-03-02
985,PRD-59245,De-engineered tertiary capacity,Szkło laboratoryjne,szt,535.35,706.56,23,4309221520778,FPUH Długajczyk S.A.,nieaktywny,2021-03-28
986,PRD-46163,Fully-configurable actuating data-warehouse,Materiały zużywalne,szt,2477.22,2931.4,23,7811902398958,FPUH Latuszek i syn s.c.,aktywny,2020-10-06
987,PRD-70697,Streamlined transitional system engine,Sprzęt laboratoryjny,szt,2452.06,3602.96,23,4521507112268,Grupa Grupa Sp.j.,aktywny,2023-10-13
988,PRD-16670,Sharable solution-oriented complexity,Podłoża mikrobiologiczne,szt,3568.68,5766.99,23,8688010640392,Stowarzyszenie Rajtar,aktywny,2023-11-04
989,PRD-41568,Multi-channeled intangible core,Podłoża mikrobiologiczne,szt,2063.52,3702.42,23,5866222925101,Skiepko i syn s.c.,aktywny,2023-01-31
990,PRD-95210,Customer-focused clear-thinking product,Podłoża mikrobiologiczne,szt,2807.74,3607.62,23,1023253334148,Kansy s.c.,aktywny,2026-02-15
991,PRD-84086,Total 24/7 matrix,Podłoża mikrobiologiczne,szt,3550.9,4750.61,23,9273159176621,Gabinety Lisik-Kozdrój Sp.j.,aktywny,2020-08-13
992,PRD-90032,Quality-focused well-modulated website,Odczynniki,szt,1142.09,1599.62,23,6540281087469,Drobik Sp.j.,aktywny,2023-04-12
993,PRD-26579,Compatible foreground standardization,Aparatura,szt,235.45,330.2,23,1414794841220,Stowarzyszenie Rochowiak,aktywny,2025-08-31
994,PRD-34651,Profound full-range migration,Odczynniki,szt,1704.68,2260.83,23,1840816906978,Fundacja Rusnak Sp. z o.o. Sp.k.,aktywny,2021-02-12
995,PRD-91681,Optional fresh-thinking strategy,Szkło laboratoryjne,szt,3588.94,4086.73,23,6778839593760,Grupa Zinkiewicz,aktywny,2022-11-29
996,PRD-10031,Assimilated composite product,,szt,3612.1,5168.76,23,4166605297399,FPUH Dzidek-Balas Sp. z o.o. Sp.k.,aktywny,2020-10-30
997,PRD-75716,Devolved asynchronous concept,,szt,1534.32,2198.51,0.23,1046317172581,FPUH Dudkowiak-Czubaszek Sp.j.,aktywny,2024-06-02
998,PRD-58555,Reduced 6thgeneration functionalities,Podłoża mikrobiologiczne,szt,1262.36,1499.48,23,7345969847673,Stowarzyszenie Wasiewicz-Kołata Sp.k.,aktywny,2024-09-14
999,PRD-53185,Robust multi-tasking task-force,Sprzęt laboratoryjny,szt,3593.97,4089.22,23%,9234538469455,Spółdzielnia Haraburda,aktywny,2025-06-19
1000,PRD-50000,Profit-focused cohesive solution,,szt,2213.67,3111.29,23,7359642058623,Stowarzyszenie Szkopek-Garczyk Sp. z o.o.,aktywny,2021-11-28
1001,PRD-21507,Managed coherent analyzer,Szkło laboratoryjne,szt,3509.58,5356.77,23,7309412239804,Stypa-Ryguła S.A.,aktywny,2023-10-21
1002,PRD-10424,Synergistic composite pricing structure,Aparatura,sztuka,411.8,439.21,23,1734117402449,PPUH Maślach-Nalewajek Sp. z o.o.,nieaktywny,2024-09-30
1003,PRD-89129,Upgradable web-enabled concept,Sprzęt laboratoryjny,pcs,275.64,377.87,23,3709143766963,Pasieczna-Sykut Sp. z o.o.,aktywny,2022-03-10
1004,PRD-84939,Expanded intermediate implementation,Szkło laboratoryjne,szt,3139.45,4197.46,23%,8882404135404,Fundacja Zioła-Cyganik i syn s.c.,aktywny,2025-10-11
1005,PRD-84363,Organic value-added matrices,Sprzęt laboratoryjny,szt,3350.27,4028.02,23,7505476948572,Fundacja Margol-Gerlach s.c.,aktywny,2022-11-04
1006,PRD-16715,Total stable time-frame,Materiały zużywalne,szt,2412.91,3213.04,23,37242430121,Spółdzielnia Wojtalewicz,aktywny,2021-01-24
1007,PRD-26134,Digitized multi-tasking Local Area Network,Sprzęt laboratoryjny,szt,1758.56,2042.63,23,4609822008250,Grupa Serzysko S.A.,aktywny,2023-11-21
1008,PRD-51017,Distributed 24hour middleware,Szkło laboratoryjne,pcs,2464.52,2840.8,23,7848025796015,Fundacja Zubowicz S.A.,aktywny,2022-09-07
1009,PRD-66036,Future-proofed leadingedge artificial intelligence,Materiały zużywalne,szt,1725.56,2080.46,23,2478306091476,Świadek S.A.,aktywny,2024-02-03
1010,PRD-46693,Synchronized national emulation,Materiały zużywalne,szt,2773.47,4152.26,23,8404318858426,Merchel-Bajko Sp.k.,aktywny,2021-11-15
1011,PRD-86501,Monitored web-enabled system engine,Materiały zużywalne,szt,1475.8,2384.32,23,2915522055027,Fundacja Pelka,nieaktywny,2024-11-01
1012,PRD-24128,Mandatory interactive conglomeration,Szkło laboratoryjne,szt,2806.46,4609.13,23,5218638275410,Cierpka-Banachowicz i syn s.c.,nieaktywny,2021-01-28
1013,PRD-30401,Organized modular project,Sprzęt laboratoryjny,szt,519.27,548.28,23,2822093991453,Wołczyk Sp. z o.o. Sp.k.,aktywny,2024-11-22
1014,PRD-13551,Managed didactic Graphical User Interface,Szkło laboratoryjne,szt,21.25,24.63,23,3700069685785,Stowarzyszenie Buchholz-Stempin Sp.j.,aktywny,2023-06-16
1015,PRD-42133,Extended analyzing capacity,Szkło laboratoryjne,szt,28.04,45.81,23,8661864773685,Spółdzielnia Skubała Sp.k.,nieaktywny,2025-05-14
